N,P,K,temperature,humidity,ph,rainfall,label
58.00,51.00,47.00,42.13,91.70,6.76,197.40,papaya
59.00,47.00,53.00,32.86,91.46,6.85,47.27,papaya
44.00,64.00,54.00,29.81,91.38,6.74,232.70,papaya
56.00,57.00,48.00,31.56,93.05,6.51,63.62,papaya
69.00,60.00,54.00,36.32,93.06,6.99,141.17,papaya
56.00,58.00,49.00,37.13,94.61,6.69,172.48,papaya
49.00,55.00,53.00,38.44,93.64,6.54,77.72,papaya
38.00,51.00,52.00,32.66,90.79,6.93,78.85,papaya
54.00,65.00,47.00,27.93,91.56,6.72,149.91,papaya
57.00,57.00,51.00,39.02,91.49,6.99,105.88,papaya
39.00,52.00,53.00,32.51,94.66,6.70,51.07,papaya
58.00,67.00,45.00,38.72,91.73,6.70,62.62,papaya
61.00,64.00,52.00,43.30,92.83,6.64,110.56,papaya
34.00,62.00,55.00,27.59,90.73,6.59,238.50,papaya
31.00,48.00,45.00,40.79,92.91,6.56,132.79,papaya
47.00,46.00,52.00,23.19,91.40,6.50,206.40,papaya
32.00,68.00,52.00,32.68,92.62,6.80,248.86,papaya
36.00,59.00,46.00,34.29,93.61,6.72,127.25,papaya
61.00,51.00,51.00,39.30,94.16,6.57,120.95,papaya
70.00,54.00,46.00,39.73,91.12,6.92,122.76,papaya
44.00,56.00,49.00,39.23,91.26,6.52,64.45,papaya
34.00,68.00,51.00,27.35,94.18,6.69,40.35,papaya
50.00,59.00,47.00,40.77,92.09,6.75,209.87,papaya
39.00,70.00,52.00,26.27,90.80,6.65,59.49,papaya
34.00,61.00,49.00,28.13,93.32,6.50,117.82,papaya
44.00,60.00,55.00,34.28,90.56,6.83,98.54,papaya
31.00,62.00,52.00,33.80,93.01,6.99,182.03,papaya
65.00,62.00,51.00,31.53,90.87,6.51,207.07,papaya
44.00,57.00,53.00,42.30,90.51,6.93,74.88,papaya
50.00,47.00,48.00,24.64,90.62,6.71,218.23,papaya
43.00,50.00,48.00,28.28,91.37,6.63,179.27,papaya
60.00,46.00,53.00,24.49,92.98,6.76,183.49,papaya
70.00,68.00,55.00,42.85,94.64,6.69,78.81,papaya
59.00,62.00,52.00,43.68,93.11,6.61,103.82,papaya
60.00,58.00,51.00,42.07,92.92,6.84,165.74,papaya
42.00,60.00,47.00,33.47,92.13,6.83,136.83,papaya
35.00,66.00,47.00,31.70,91.66,6.95,48.84,papaya
34.00,65.00,48.00,41.42,90.04,6.67,199.31,papaya
36.00,54.00,46.00,42.55,94.94,6.66,214.41,papaya
39.00,64.00,52.00,28.92,94.64,6.68,63.69,papaya
37.00,52.00,47.00,43.08,93.90,6.54,211.85,papaya
33.00,47.00,46.00,29.20,93.97,6.84,209.41,papaya
34.00,48.00,48.00,41.04,91.37,6.81,181.53,papaya
49.00,54.00,50.00,25.62,93.18,6.76,97.26,papaya
40.00,65.00,49.00,35.33,91.06,6.68,163.91,papaya
68.00,52.00,49.00,24.43,92.28,6.58,63.35,papaya
50.00,46.00,52.00,31.18,90.22,6.73,54.02,papaya
65.00,63.00,50.00,31.88,91.33,6.52,79.27,papaya
40.00,49.00,47.00,42.93,91.18,6.50,246.36,papaya
42.00,53.00,48.00,23.11,94.32,6.76,231.52,papaya
49.00,55.00,51.00,24.87,93.91,6.68,135.17,papaya
59.00,62.00,49.00,43.36,93.35,6.94,114.78,papaya
63.00,58.00,47.00,26.83,90.75,6.86,144.67,papaya
70.00,65.00,52.00,30.42,93.13,6.58,75.95,papaya
63.00,50.00,52.00,28.65,93.23,6.75,115.82,papaya
40.00,64.00,47.00,32.50,93.48,6.89,71.74,papaya
63.00,58.00,50.00,43.04,94.64,6.72,41.59,papaya
45.00,58.00,49.00,30.11,90.35,6.83,75.25,papaya
66.00,69.00,47.00,23.69,93.61,6.91,87.53,papaya
54.00,67.00,52.00,35.68,93.31,6.59,141.34,papaya
69.00,67.00,52.00,27.72,94.44,6.83,82.83,papaya
67.00,68.00,49.00,35.27,92.38,6.82,149.85,papaya
45.00,57.00,47.00,23.17,90.79,6.66,161.69,papaya
56.00,50.00,52.00,33.09,92.25,6.77,88.13,papaya
70.00,50.00,53.00,37.46,90.45,6.93,172.35,papaya
44.00,47.00,45.00,38.73,94.74,6.58,218.14,papaya
50.00,60.00,47.00,32.58,92.75,6.93,93.79,papaya
52.00,51.00,53.00,38.38,93.10,6.99,210.27,papaya
35.00,68.00,45.00,42.94,90.09,6.61,234.85,papaya
68.00,69.00,52.00,25.65,92.75,6.81,52.95,papaya
32.00,55.00,52.00,37.59,92.00,6.97,159.66,papaya
32.00,55.00,51.00,29.61,93.16,6.57,62.69,papaya
48.00,62.00,47.00,25.35,93.03,6.80,174.40,papaya
39.00,69.00,53.00,25.93,93.02,6.96,241.82,papaya
49.00,61.00,45.00,32.77,94.57,6.76,240.48,papaya
48.00,57.00,54.00,29.02,90.20,6.62,126.81,papaya
69.00,66.00,49.00,40.00,90.17,6.53,92.12,papaya
53.00,55.00,55.00,33.32,91.25,6.71,234.50,papaya
38.00,61.00,52.00,31.23,94.94,6.62,46.44,papaya
57.00,64.00,55.00,26.68,92.96,6.58,62.51,papaya
51.00,57.00,55.00,24.71,90.15,6.68,108.41,papaya
56.00,65.00,45.00,38.20,93.97,6.75,218.09,papaya
54.00,66.00,52.00,36.57,93.80,6.87,104.42,papaya
58.00,55.00,47.00,26.05,93.69,6.74,240.69,papaya
68.00,70.00,54.00,31.30,92.76,6.99,54.78,papaya
42.00,59.00,55.00,40.10,94.35,6.98,149.12,papaya
43.00,64.00,47.00,38.59,91.58,6.83,102.27,papaya
35.00,67.00,49.00,41.31,91.15,6.62,239.74,papaya
56.00,59.00,55.00,37.04,91.79,6.55,188.52,papaya
39.00,64.00,53.00,23.01,91.07,6.60,208.34,papaya
18.00,30.00,29.00,26.76,92.86,6.42,224.59,coconut
37.00,23.00,28.00,25.61,94.31,5.74,224.32,coconut
13.00,28.00,33.00,28.13,95.65,5.69,151.08,coconut
2.00,21.00,35.00,25.03,91.54,6.29,179.82,coconut
10.00,18.00,35.00,27.80,99.65,6.38,181.69,coconut
7.00,11.00,32.00,29.26,95.11,5.54,184.76,coconut
39.00,5.00,31.00,27.10,93.70,5.55,150.95,coconut
34.00,6.00,27.00,25.85,90.93,5.86,147.89,coconut
31.00,30.00,29.00,26.59,90.99,5.56,178.81,coconut
25.00,7.00,35.00,28.39,99.19,5.56,189.67,coconut
16.00,18.00,26.00,28.44,91.81,5.57,145.54,coconut
26.00,10.00,33.00,28.27,96.94,6.07,198.82,coconut
27.00,8.00,32.00,27.01,96.46,5.63,144.33,coconut
37.00,18.00,30.00,27.64,99.35,6.38,157.92,coconut
19.00,15.00,34.00,26.30,99.66,5.69,215.92,coconut
0.00,19.00,33.00,27.13,95.24,6.23,204.72,coconut
31.00,20.00,26.00,25.57,97.61,6.44,199.79,coconut
9.00,17.00,32.00,25.95,93.41,5.84,172.05,coconut
22.00,11.00,29.00,28.03,95.02,5.96,218.01,coconut
31.00,6.00,26.00,29.13,91.31,5.74,157.24,coconut
34.00,6.00,30.00,27.08,97.00,5.95,171.76,coconut
24.00,6.00,32.00,28.11,90.02,6.39,172.48,coconut
1.00,8.00,26.00,27.51,94.19,5.56,156.67,coconut
31.00,13.00,33.00,27.64,95.49,5.86,205.55,coconut
10.00,9.00,28.00,29.01,94.01,6.28,150.05,coconut
36.00,27.00,26.00,26.58,95.79,6.25,171.63,coconut
38.00,24.00,33.00,28.29,97.00,5.97,142.94,coconut
11.00,6.00,25.00,28.69,96.65,6.08,178.96,coconut
16.00,14.00,30.00,29.71,96.30,6.37,209.85,coconut
33.00,14.00,35.00,27.15,96.66,6.03,149.24,coconut
16.00,6.00,29.00,29.29,91.96,5.87,132.15,coconut
32.00,11.00,31.00,25.07,93.31,6.21,134.84,coconut
38.00,14.00,30.00,26.92,91.20,5.57,194.90,coconut
8.00,6.00,33.00,28.28,93.65,6.10,171.95,coconut
23.00,6.00,33.00,29.18,92.73,6.03,204.96,coconut
29.00,25.00,35.00,28.36,91.65,5.54,160.73,coconut
24.00,14.00,33.00,29.38,93.28,6.37,218.52,coconut
32.00,12.00,30.00,25.39,98.09,5.58,218.08,coconut
30.00,25.00,31.00,26.31,98.62,5.80,208.12,coconut
14.00,21.00,35.00,29.53,91.91,6.12,194.31,coconut
27.00,22.00,29.00,28.83,92.17,6.00,145.42,coconut
40.00,5.00,29.00,28.48,97.77,5.82,160.39,coconut
17.00,11.00,32.00,28.74,93.40,5.62,156.77,coconut
30.00,30.00,35.00,25.01,95.59,6.00,165.81,coconut
28.00,10.00,30.00,29.87,91.15,6.31,192.77,coconut
39.00,7.00,29.00,27.54,94.59,6.36,150.20,coconut
32.00,20.00,35.00,26.52,98.38,5.59,144.63,coconut
7.00,15.00,32.00,25.04,95.90,6.18,174.80,coconut
29.00,17.00,29.00,29.20,95.67,5.96,211.25,coconut
34.00,15.00,34.00,27.06,91.11,5.68,224.70,coconut
14.00,23.00,25.00,26.19,96.97,5.61,135.42,coconut
18.00,19.00,29.00,27.59,92.49,6.21,162.84,coconut
7.00,21.00,35.00,25.76,94.66,5.76,131.25,coconut
24.00,27.00,34.00,28.88,95.11,6.20,145.06,coconut
39.00,29.00,29.00,26.51,94.48,6.14,199.88,coconut
29.00,8.00,28.00,26.87,91.73,6.10,214.41,coconut
10.00,24.00,27.00,27.57,94.90,5.71,145.93,coconut
0.00,29.00,32.00,28.06,98.37,5.87,171.65,coconut
32.00,11.00,31.00,29.52,92.56,6.46,131.21,coconut
37.00,10.00,32.00,28.96,95.16,6.17,222.80,coconut
20.00,29.00,27.00,25.10,92.36,6.05,157.76,coconut
31.00,29.00,35.00,27.19,92.20,6.14,141.32,coconut
17.00,30.00,27.00,29.03,90.79,5.89,205.57,coconut
1.00,12.00,30.00,27.75,95.95,5.56,131.09,coconut
6.00,13.00,29.00,27.31,99.97,5.83,201.83,coconut
15.00,28.00,32.00,28.84,99.64,6.22,224.40,coconut
27.00,24.00,29.00,26.61,96.97,6.14,191.01,coconut
3.00,23.00,30.00,29.70,95.66,6.08,215.20,coconut
8.00,26.00,26.00,25.55,91.64,5.70,212.87,coconut
20.00,28.00,26.00,26.38,91.50,5.55,167.05,coconut
26.00,18.00,27.00,27.46,92.91,5.84,142.14,coconut
1.00,6.00,35.00,27.02,95.72,6.23,147.17,coconut
27.00,30.00,31.00,28.99,90.74,5.72,148.84,coconut
23.00,7.00,34.00,26.11,91.52,5.85,134.13,coconut
0.00,26.00,31.00,25.07,95.02,5.55,192.90,coconut
38.00,6.00,25.00,25.55,96.93,6.16,191.30,coconut
25.00,12.00,26.00,28.57,95.68,6.44,134.84,coconut
40.00,5.00,32.00,26.07,96.70,5.98,143.53,coconut
0.00,19.00,31.00,25.52,94.38,6.27,178.73,coconut
26.00,9.00,32.00,25.95,94.74,6.47,144.16,coconut
35.00,30.00,34.00,28.30,95.41,6.14,182.45,coconut
19.00,30.00,30.00,29.57,91.41,5.83,224.83,coconut
31.00,13.00,33.00,29.70,95.21,6.34,148.30,coconut
17.00,29.00,26.00,26.14,93.28,6.07,195.41,coconut
2.00,30.00,30.00,26.00,94.80,6.33,209.54,coconut
30.00,13.00,25.00,27.15,91.49,6.41,164.92,coconut
8.00,15.00,33.00,28.97,98.10,5.50,213.90,coconut
18.00,12.00,35.00,26.14,96.39,6.34,131.34,coconut
8.00,28.00,30.00,25.52,94.33,6.02,135.13,coconut
40.00,22.00,29.00,27.56,99.98,5.74,174.63,coconut
27.00,10.00,33.00,27.81,97.48,6.47,154.06,coconut
21.00,20.00,31.00,25.60,99.72,5.86,165.82,coconut
3.00,9.00,35.00,26.92,99.85,6.32,225.63,coconut
22.00,16.00,27.00,29.18,90.27,6.01,188.93,coconut
27.00,8.00,30.00,26.45,98.30,6.01,221.23,coconut
22.00,8.00,33.00,28.44,95.88,5.67,203.93,coconut
28.00,27.00,32.00,28.94,93.00,5.76,191.77,coconut
23.00,21.00,26.00,26.45,93.45,5.90,149.22,coconut
37.00,5.00,34.00,25.79,93.84,5.78,152.42,coconut
19.00,26.00,29.00,26.93,98.80,5.67,166.57,coconut
133.00,47.00,24.00,24.40,79.20,7.23,90.80,cotton
136.00,36.00,20.00,23.10,84.86,6.93,71.30,cotton
104.00,47.00,18.00,23.97,76.98,7.63,90.76,cotton
133.00,47.00,23.00,24.89,75.62,6.83,89.76,cotton
126.00,38.00,23.00,25.36,83.63,6.18,88.44,cotton
126.00,50.00,19.00,24.69,81.74,6.63,78.58,cotton
113.00,41.00,20.00,25.00,80.54,7.26,96.33,cotton
121.00,45.00,22.00,22.46,81.31,6.44,64.23,cotton
121.00,47.00,16.00,23.61,79.30,7.72,72.50,cotton
129.00,60.00,22.00,24.58,79.12,5.95,71.95,cotton
107.00,45.00,25.00,23.09,83.56,7.23,71.84,cotton
122.00,59.00,18.00,23.50,83.63,6.22,79.81,cotton
140.00,38.00,15.00,24.15,75.88,6.02,69.92,cotton
102.00,49.00,21.00,24.69,84.84,6.25,89.80,cotton
111.00,40.00,25.00,24.48,84.45,6.19,90.94,cotton
131.00,35.00,18.00,24.49,82.24,7.06,64.03,cotton
135.00,43.00,16.00,23.48,81.73,6.72,86.76,cotton
100.00,46.00,18.00,24.19,76.04,6.43,69.08,cotton
123.00,39.00,24.00,25.01,78.18,7.45,86.06,cotton
117.00,56.00,15.00,25.99,77.05,7.37,89.12,cotton
121.00,36.00,24.00,23.66,81.69,7.35,99.37,cotton
101.00,58.00,18.00,25.67,81.38,6.65,78.60,cotton
107.00,42.00,24.00,22.05,84.63,6.14,86.01,cotton
100.00,41.00,22.00,22.42,84.56,7.32,93.47,cotton
125.00,39.00,21.00,25.03,82.21,7.95,95.02,cotton
105.00,60.00,23.00,23.53,77.22,6.21,87.54,cotton
102.00,46.00,19.00,22.77,82.60,6.63,81.50,cotton
131.00,49.00,22.00,25.50,79.98,7.31,67.06,cotton
139.00,35.00,15.00,25.25,83.46,5.90,86.56,cotton
108.00,36.00,19.00,22.78,77.51,7.24,64.61,cotton
118.00,45.00,23.00,23.37,77.43,7.98,71.68,cotton
107.00,51.00,22.00,24.87,78.22,5.98,79.57,cotton
125.00,60.00,17.00,24.14,84.52,6.79,80.36,cotton
113.00,37.00,20.00,25.03,79.04,7.39,97.10,cotton
131.00,52.00,16.00,23.66,84.48,6.49,88.54,cotton
115.00,48.00,16.00,25.54,84.09,7.18,88.94,cotton
113.00,38.00,25.00,22.00,79.47,7.39,90.42,cotton
111.00,41.00,18.00,23.64,78.13,6.11,80.96,cotton
111.00,53.00,19.00,23.96,78.03,6.42,84.63,cotton
122.00,48.00,16.00,24.65,75.64,6.31,61.83,cotton
108.00,46.00,17.00,24.30,84.88,6.93,65.02,cotton
132.00,41.00,22.00,24.29,81.02,7.81,90.42,cotton
103.00,42.00,17.00,24.29,84.62,6.53,81.06,cotton
133.00,50.00,25.00,25.72,81.20,7.57,99.93,cotton
127.00,37.00,18.00,24.88,76.30,7.04,91.92,cotton
110.00,39.00,25.00,22.61,77.34,7.21,75.14,cotton
131.00,38.00,19.00,23.87,75.68,6.81,90.45,cotton
108.00,38.00,24.00,23.41,76.44,7.44,78.82,cotton
122.00,40.00,17.00,24.96,81.32,6.85,80.04,cotton
111.00,50.00,15.00,25.17,80.30,7.88,84.62,cotton
140.00,40.00,17.00,22.73,77.08,6.01,77.55,cotton
100.00,40.00,20.00,22.45,76.26,7.43,86.85,cotton
123.00,50.00,16.00,23.05,75.54,6.50,70.66,cotton
107.00,36.00,21.00,25.29,75.67,6.21,62.64,cotton
118.00,50.00,19.00,22.96,82.34,6.36,66.48,cotton
103.00,51.00,20.00,22.80,84.15,7.05,91.64,cotton
133.00,57.00,19.00,23.54,75.98,7.95,84.13,cotton
129.00,47.00,20.00,24.41,80.80,6.28,98.60,cotton
116.00,52.00,19.00,22.94,75.37,6.11,67.08,cotton
114.00,40.00,23.00,25.54,81.14,6.75,95.43,cotton
131.00,60.00,17.00,25.32,81.79,7.43,83.47,cotton
107.00,43.00,18.00,22.43,81.53,6.75,65.54,cotton
123.00,44.00,21.00,25.79,75.01,7.64,91.40,cotton
112.00,49.00,25.00,25.69,77.91,6.47,66.19,cotton
119.00,44.00,15.00,22.15,82.86,7.09,60.65,cotton
130.00,59.00,19.00,25.07,82.50,6.52,93.51,cotton
127.00,53.00,24.00,22.22,76.18,6.13,70.41,cotton
134.00,52.00,18.00,23.96,76.59,7.99,76.13,cotton
109.00,36.00,18.00,25.40,76.53,7.52,62.51,cotton
100.00,48.00,17.00,23.78,83.04,7.83,66.27,cotton
132.00,52.00,19.00,24.16,76.74,6.44,61.95,cotton
102.00,37.00,25.00,25.31,77.92,5.91,72.83,cotton
111.00,39.00,22.00,22.60,80.35,6.14,88.57,cotton
117.00,51.00,15.00,22.95,78.72,6.04,99.75,cotton
136.00,36.00,24.00,22.74,80.41,7.60,90.07,cotton
134.00,56.00,18.00,23.81,83.92,6.69,70.97,cotton
112.00,54.00,15.00,25.46,81.57,6.18,76.89,cotton
105.00,56.00,15.00,25.97,81.98,7.27,74.14,cotton
140.00,45.00,15.00,25.53,80.05,5.80,99.40,cotton
126.00,46.00,25.00,24.44,81.70,6.76,60.80,cotton
106.00,49.00,24.00,23.04,76.47,6.98,90.65,cotton
121.00,53.00,19.00,23.51,76.73,7.98,80.11,cotton
108.00,60.00,17.00,22.76,76.76,6.56,97.77,cotton
116.00,56.00,17.00,24.71,77.73,7.98,85.25,cotton
100.00,52.00,19.00,23.46,82.45,7.90,93.50,cotton
129.00,43.00,16.00,25.55,77.85,6.73,78.58,cotton
118.00,44.00,23.00,22.08,82.83,6.69,67.06,cotton
117.00,43.00,25.00,24.69,78.51,7.84,69.31,cotton
126.00,37.00,21.00,25.85,84.17,6.61,77.03,cotton
120.00,48.00,16.00,22.46,75.41,7.46,71.85,cotton
102.00,45.00,16.00,23.66,77.52,7.29,74.90,cotton
131.00,56.00,20.00,22.01,81.84,7.76,92.24,cotton
114.00,40.00,17.00,24.33,80.13,6.36,69.45,cotton
101.00,37.00,18.00,22.92,82.69,7.64,92.92,cotton
106.00,46.00,20.00,23.44,78.63,6.20,81.15,cotton
113.00,38.00,20.00,22.11,78.58,6.36,74.94,cotton
102.00,53.00,21.00,23.04,76.11,6.91,91.50,cotton
110.00,39.00,18.00,24.55,75.40,7.77,63.88,cotton
107.00,58.00,15.00,23.74,75.78,7.56,76.64,cotton
120.00,60.00,15.00,22.32,83.86,7.29,65.36,cotton
89.00,47.00,38.00,25.52,72.25,6.00,151.89,jute
60.00,37.00,39.00,26.59,82.94,6.03,161.25,jute
63.00,41.00,45.00,25.30,86.89,7.12,196.62,jute
86.00,40.00,39.00,25.72,88.17,6.21,175.61,jute
96.00,41.00,40.00,23.58,72.00,6.09,190.42,jute
100.00,35.00,36.00,25.31,72.01,6.35,190.56,jute
63.00,37.00,43.00,23.42,85.09,6.66,185.74,jute
70.00,43.00,40.00,24.36,88.80,6.18,169.12,jute
67.00,55.00,44.00,26.28,75.15,7.25,182.27,jute
74.00,40.00,40.00,25.14,83.12,6.39,169.34,jute
89.00,53.00,44.00,24.89,71.92,7.32,150.25,jute
74.00,46.00,45.00,25.76,88.37,6.03,189.43,jute
89.00,41.00,38.00,23.13,74.68,6.34,199.84,jute
60.00,55.00,40.00,24.99,88.96,7.03,151.49,jute
67.00,43.00,38.00,25.22,70.88,7.30,195.86,jute
70.00,38.00,35.00,24.40,79.27,7.01,164.27,jute
74.00,49.00,38.00,23.31,71.45,7.49,164.50,jute
90.00,40.00,39.00,25.73,81.86,6.63,191.96,jute
82.00,35.00,44.00,26.97,78.21,6.24,169.84,jute
73.00,45.00,37.00,23.70,74.64,6.74,181.28,jute
85.00,53.00,38.00,24.90,73.84,6.59,153.90,jute
81.00,56.00,36.00,23.40,72.61,7.10,174.79,jute
84.00,55.00,38.00,26.87,79.79,6.96,173.10,jute
80.00,45.00,42.00,23.14,75.00,7.38,151.90,jute
76.00,54.00,45.00,24.29,77.63,6.18,184.98,jute
76.00,56.00,39.00,24.39,89.89,6.55,197.12,jute
81.00,40.00,45.00,25.76,80.76,6.43,174.51,jute
76.00,44.00,45.00,25.49,84.48,6.74,168.78,jute
69.00,47.00,40.00,25.37,76.24,6.13,183.83,jute
82.00,40.00,45.00,26.21,81.70,6.67,180.12,jute
69.00,57.00,35.00,24.31,78.54,6.19,186.23,jute
81.00,36.00,38.00,23.77,87.98,6.33,150.32,jute
67.00,60.00,38.00,24.80,78.53,7.16,162.28,jute
72.00,51.00,40.00,23.21,74.10,7.42,199.48,jute
65.00,39.00,45.00,23.67,70.89,6.77,184.46,jute
78.00,50.00,43.00,25.12,85.73,6.35,159.57,jute
77.00,52.00,41.00,23.89,83.46,6.10,167.72,jute
89.00,52.00,42.00,23.09,81.45,6.14,196.66,jute
62.00,49.00,37.00,24.22,82.85,7.48,166.14,jute
90.00,48.00,45.00,24.06,71.31,6.51,153.64,jute
66.00,47.00,36.00,24.85,74.44,6.57,175.57,jute
80.00,52.00,39.00,26.42,76.86,7.17,197.21,jute
89.00,52.00,45.00,24.89,77.01,7.21,196.47,jute
77.00,51.00,44.00,23.26,82.70,7.12,166.22,jute
94.00,37.00,41.00,24.76,87.06,6.46,179.16,jute
75.00,41.00,35.00,24.97,78.63,6.86,166.64,jute
60.00,55.00,36.00,26.13,80.49,7.13,150.63,jute
62.00,56.00,35.00,25.98,81.66,6.24,163.35,jute
84.00,40.00,42.00,26.28,73.36,6.70,186.69,jute
100.00,56.00,40.00,26.39,83.31,7.43,176.15,jute
75.00,56.00,44.00,25.27,73.75,6.11,168.04,jute
78.00,46.00,42.00,23.09,78.46,7.10,155.39,jute
82.00,48.00,36.00,25.79,81.77,6.35,193.24,jute
100.00,58.00,41.00,23.17,87.88,6.66,160.62,jute
88.00,50.00,40.00,25.63,79.95,7.05,182.26,jute
67.00,41.00,40.00,25.85,87.82,7.33,152.62,jute
72.00,42.00,43.00,26.57,80.90,6.35,181.29,jute
89.00,40.00,43.00,26.25,72.97,7.12,189.97,jute
89.00,57.00,43.00,26.92,73.20,7.00,177.22,jute
61.00,41.00,44.00,24.37,82.11,6.54,159.92,jute
79.00,45.00,43.00,25.72,79.16,7.17,187.17,jute
84.00,40.00,43.00,25.01,88.33,7.23,169.42,jute
98.00,43.00,35.00,25.41,76.44,7.32,188.64,jute
75.00,36.00,44.00,23.28,74.28,6.61,153.74,jute
89.00,58.00,35.00,23.99,82.09,6.10,167.06,jute
91.00,41.00,37.00,24.49,83.21,6.13,192.23,jute
77.00,48.00,36.00,25.87,84.10,7.36,154.84,jute
66.00,58.00,35.00,23.56,79.46,7.32,185.26,jute
62.00,59.00,41.00,24.22,74.89,7.18,192.49,jute
82.00,35.00,35.00,25.49,86.97,7.30,176.53,jute
61.00,41.00,35.00,24.97,79.48,6.84,195.76,jute
99.00,57.00,38.00,24.81,82.09,6.36,156.36,jute
70.00,42.00,43.00,23.17,76.67,6.51,157.12,jute
90.00,59.00,35.00,24.25,89.86,7.10,175.17,jute
73.00,43.00,42.00,26.58,78.01,6.31,154.82,jute
67.00,46.00,44.00,26.82,78.20,7.09,153.92,jute
84.00,37.00,42.00,25.50,81.13,6.69,169.93,jute
72.00,41.00,36.00,24.10,80.57,6.19,176.86,jute
71.00,56.00,37.00,23.19,86.21,6.49,176.10,jute
64.00,53.00,38.00,26.24,78.51,6.86,183.41,jute
65.00,54.00,39.00,23.75,71.15,7.12,160.09,jute
60.00,58.00,37.00,26.14,79.12,6.07,171.49,jute
86.00,39.00,43.00,26.15,71.24,6.43,193.10,jute
90.00,50.00,44.00,26.92,73.49,6.25,171.47,jute
91.00,38.00,36.00,26.52,77.17,7.29,157.85,jute
87.00,48.00,38.00,23.82,80.94,7.16,190.31,jute
72.00,41.00,36.00,26.51,86.84,6.07,152.98,jute
71.00,54.00,35.00,26.64,70.96,7.31,199.34,jute
82.00,46.00,41.00,23.33,79.80,6.58,187.31,jute
71.00,52.00,43.00,26.48,73.96,6.73,180.25,jute
80.00,43.00,43.00,23.79,74.37,6.01,172.64,jute
77.00,55.00,43.00,25.50,76.00,6.66,193.71,jute
95.00,57.00,41.00,23.25,73.65,6.43,184.77,jute
63.00,47.00,35.00,26.99,89.06,7.43,193.88,jute
93.00,43.00,38.00,23.61,86.14,6.99,150.24,jute
87.00,44.00,43.00,23.87,86.79,6.72,177.51,jute
88.00,52.00,39.00,23.93,88.07,6.88,154.66,jute
90.00,39.00,37.00,24.81,81.69,6.86,190.79,jute
90.00,39.00,43.00,24.45,82.29,6.77,190.97,jute
84.00,38.00,43.00,26.57,73.82,7.26,159.32,jute
91.00,21.00,26.00,26.33,57.36,7.26,191.65,coffee
107.00,21.00,26.00,26.45,55.32,7.24,144.69,coffee
83.00,38.00,35.00,25.71,52.89,7.19,136.73,coffee
108.00,24.00,31.00,24.13,56.18,6.43,147.28,coffee
116.00,28.00,34.00,23.44,60.40,6.42,122.21,coffee
116.00,23.00,25.00,23.41,52.27,6.87,139.37,coffee
109.00,31.00,27.00,23.06,50.41,6.97,164.50,coffee
89.00,25.00,34.00,23.08,63.66,7.18,129.88,coffee
118.00,18.00,32.00,27.65,51.11,6.35,122.84,coffee
111.00,32.00,34.00,25.47,69.35,6.39,171.38,coffee
84.00,36.00,28.00,26.74,55.55,6.12,140.63,coffee
85.00,33.00,25.00,26.21,52.51,6.91,189.09,coffee
99.00,15.00,27.00,27.04,57.28,6.50,165.69,coffee
81.00,30.00,31.00,24.65,51.94,7.03,135.14,coffee
95.00,39.00,29.00,27.35,55.99,7.13,148.98,coffee
81.00,34.00,30.00,25.18,62.26,6.65,135.01,coffee
80.00,15.00,28.00,23.11,68.00,6.70,161.89,coffee
104.00,20.00,26.00,27.23,52.95,7.49,175.73,coffee
109.00,29.00,28.00,23.26,60.52,6.72,194.18,coffee
100.00,32.00,26.00,25.23,57.53,6.04,124.23,coffee
100.00,24.00,28.00,25.60,57.73,7.10,195.77,coffee
83.00,21.00,28.00,25.57,60.49,7.47,190.23,coffee
120.00,23.00,28.00,25.67,51.29,6.88,196.27,coffee
104.00,26.00,30.00,24.41,62.66,6.41,148.70,coffee
108.00,33.00,31.00,23.69,66.76,7.39,144.66,coffee
91.00,25.00,26.00,24.53,67.00,7.48,180.51,coffee
86.00,26.00,27.00,27.13,52.89,6.08,192.43,coffee
98.00,18.00,27.00,27.56,68.49,6.52,167.44,coffee
111.00,27.00,31.00,23.59,55.28,6.04,191.40,coffee
84.00,39.00,35.00,23.18,52.14,6.96,117.31,coffee
98.00,27.00,27.00,24.71,51.29,7.24,197.64,coffee
118.00,21.00,34.00,24.39,64.73,7.23,119.63,coffee
103.00,27.00,31.00,27.16,51.59,6.69,126.18,coffee
82.00,24.00,33.00,26.54,67.10,6.81,120.65,coffee
86.00,31.00,35.00,27.01,60.77,6.49,191.45,coffee
88.00,35.00,35.00,27.56,58.46,6.78,117.94,coffee
84.00,27.00,29.00,23.32,53.00,7.17,168.26,coffee
120.00,40.00,33.00,24.24,54.30,6.73,115.16,coffee
106.00,40.00,30.00,23.43,64.11,6.78,122.68,coffee
113.00,21.00,33.00,26.02,55.83,7.28,176.90,coffee
117.00,34.00,25.00,24.84,56.77,7.21,124.41,coffee
80.00,30.00,25.00,26.24,65.64,7.49,148.38,coffee
88.00,21.00,27.00,24.43,66.02,7.23,181.64,coffee
113.00,33.00,34.00,26.00,62.14,6.56,153.48,coffee
87.00,23.00,28.00,26.22,62.27,6.98,193.75,coffee
113.00,15.00,29.00,27.10,63.55,6.78,190.24,coffee
98.00,29.00,30.00,25.64,61.03,6.22,199.47,coffee
97.00,29.00,27.00,27.75,54.37,7.21,139.86,coffee
85.00,35.00,32.00,26.25,54.29,6.85,133.11,coffee
